file_id,fname,task,label,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17
0816afad61eb7575,113180,B,Engine,0.005975,949.798557,0.238299,0.028237,0.962218,-141.603662,145.737644,11.226555,36.343328,8.749576,9.917483,14.499144,11.160986,8.476882,17.505313,3.406932,0.872576,-6.301966
ef46937458100cf7,113190,B,Engine,0.012336,2109.325309,0.026313,0.047745,0.572666,-361.240598,78.639755,5.654712,16.714208,7.552751,19.129389,19.264059,18.289808,8.015092,10.880962,4.683721,9.390701,-1.689035
cd15dd4b4ed8e6a1,114042,B,Knock,0.000101,748.071894,0.047533,0.120573,2.693028,-342.642161,239.247177,-14.780600,-3.616320,-7.405170,-3.907273,10.678184,-13.161054,-26.818539,-14.841636,-4.233327,-6.095838,-3.899315
fcf47f8a92f01890,115521,B,Thunder,0.040084,504.066917,0.025735,0.027997,0.604782,-432.320089,125.855545,51.571358,18.631586,20.415533,17.301804,6.453785,1.996365,2.435772,1.804435,1.033744,0.916910,-0.025888
e6ae2bbf6043cf7f,116090,B,Water,0.063988,2684.866130,0.091025,0.143100,1.004548,-53.176593,85.308840,-25.453093,-10.016795,-7.866099,-16.094323,-8.542446,-8.717191,-12.687922,-7.334919,-8.982922,-2.824114,-7.752741
d3829d4de71e884f,11617,B,Rain,0.005631,1951.901427,0.142191,0.053892,0.984862,-145.016167,101.282836,15.301201,15.092496,-2.522568,-4.293646,-15.604877,-12.084905,-19.507431,-9.525491,-9.931539,3.662270,4.594067
f24eeba3b11b6051,11627,A,Piano,0.141341,4009.747692,0.022393,0.261000,0.418270,-557.564392,33.446037,4.085258,8.378578,8.495286,6.744968,-1.675853,1.550087,3.527621,3.207585,-0.864440,2.156534,2.799156
40e8f1363de305ab,116602,B,Engine_starting,0.034245,1381.478910,0.044387,0.071815,0.667998,-435.617917,68.946680,37.589892,26.823118,21.873374,14.725903,10.411209,9.422784,6.936964,8.400000,10.361372,10.104633,9.981107
0988da3fc1cec5cc,116877,A,Harmonica,0.017257,4085.440667,0.051420,0.179175,1.187761,-291.156147,-10.985531,-29.178417,-19.772173,-0.304821,-6.449576,-14.560165,-29.515639,-12.500428,-10.367125,-10.715446,7.344645,11.676617
8bbfde22d57b02e3,116879,A,Harmonica,0.012152,4404.426151,0.033255,0.289994,0.947643,-349.707232,-35.838215,-40.916813,-2.890723,-1.932540,-30.487726,8.096384,4.118574,-2.988867,-20.209361,-15.912659,6.661762,7.063296
786ba3dba8a7fd93,116884,A,Harmonica,0.016477,3474.221627,0.060204,0.168543,1.795085,-244.534621,-4.489493,-50.166341,-14.993980,-7.608761,-22.746020,-10.484212,-7.350587,-11.615193,-12.495559,-9.979282,1.537344,-17.852119
cf60bc7a27dcc223,116921,A,Harmonica,0.002440,3757.141209,0.067515,0.211970,0.726956,-283.869187,-27.370933,-56.408633,-21.318907,-10.860944,-33.560657,-6.230504,-0.526540,20.333675,9.472091,-7.119567,-22.947336,-8.563913
182de6881e5b3379,116924,A,Harmonica,0.014185,2590.395258,0.037670,0.101657,0.590334,-283.960606,56.171650,-25.781807,-12.315878,-12.931584,-15.181461,-15.645040,-6.655853,-18.954068,-19.206577,-21.364038,0.694892,-14.299019
e3af67c03fea1e07,116928,A,Harmonica,0.015929,4326.923337,0.036405,0.252320,0.897828,-290.713880,-38.614796,-35.125490,-29.507080,-3.463160,-32.277799,-23.168095,-14.238073,-27.977802,-21.501489,-11.772321,6.712671,6.175551
551bce579b4961b2,116929,A,Harmonica,0.012895,3926.417868,0.071302,0.201398,2.172696,-267.916015,-15.313580,-19.095584,-18.891347,-1.144111,-4.668688,4.794893,-1.646868,-19.194076,-0.523080,-4.378440,6.125356,-1.641570
be051b3d53f9f719,116930,A,Harmonica,0.041816,4285.814392,0.067133,0.240289,1.813741,-257.910035,-16.988378,-21.261733,-15.949901,-3.455182,-2.986561,-4.901834,-0.724270,-16.379775,0.017664,-8.595615,4.617663,-0.139718
670e6d202ee871e0,116938,A,Harmonica,0.009759,3549.499747,0.026138,0.172236,0.678427,-280.933948,-4.245898,-30.994459,-18.666269,-17.525033,-37.123249,-33.575813,-14.484302,-10.312166,-22.060924,-0.555598,15.324193,15.185486
58bebfa670baebc1,116948,A,Harmonica,0.025902,3923.820457,0.043432,0.202690,0.920400,-280.069414,-7.428259,-24.600803,-6.359753,-0.918526,-23.928184,-22.843422,-10.894947,-12.093323,-7.118413,-19.920468,-4.935898,-2.486468
613c65cc28d6da59,116993,A,Crash_cymbal,0.000917,1477.961617,0.012614,0.088691,0.413690,-439.402447,108.051683,15.242402,16.006157,-7.263688,-24.401136,-31.386061,-14.026244,12.300717,26.757809,11.869755,6.180552,11.129074
b84f06295cd5d761,117001,A,Crash_cymbal,0.004256,2156.346858,0.003327,0.100872,0.138312,-663.254297,27.914635,-0.619277,6.681610,-16.481782,-13.577292,1.226398,8.018744,14.005162,20.696915,24.550929,14.797910,9.926344
a45eb3e36089dfdd,117689,A,Guitar,0.003208,1320.128430,0.018993,0.040062,0.255649,-528.558835,72.088074,32.043761,22.930263,16.191181,7.390660,1.495849,-3.528642,-4.857010,-1.764134,1.873502,3.804164,2.928059
257bc9480b2e685b,117706,A,Guitar,0.006258,2011.188566,0.009147,0.059886,0.523401,-606.263769,59.079462,15.852499,7.433586,1.408660,-1.604905,-4.521965,-3.453072,2.391136,13.891813,23.966515,22.917592,9.533542
0a977d62bca514af,118243,B,Car,0.049940,2526.641590,0.066016,0.067093,2.507037,-185.197905,87.665721,18.904165,18.563456,-8.142706,3.823789,-6.724466,-4.366079,-2.410736,2.456667,-6.643624,3.737491,-5.120634
3cb028de23f6fc32,118413,B,Door,0.047261,1073.727490,0.016244,0.040716,1.090059,-438.300219,128.127388,20.305954,30.403336,5.242511,2.817232,6.732566,5.275700,3.987752,6.331468,5.017858,4.318075,3.512130
0132f963f61d6a39,11850,A,Organ,0.000018,649.287742,0.120521,0.037662,0.511812,-368.399119,136.856163,1.009053,22.943718,6.559021,-2.243985,1.676967,-2.663427,-6.982766,-10.089849,-9.502248,-12.482719,-7.967643
23aa1f2bd4cf0088,11896,A,Electric_guitar,0.000027,1115.579706,0.210104,0.081758,0.283904,-336.783740,119.283427,-36.525410,18.890057,-3.818193,-3.192917,9.937541,-4.146286,-11.642132,0.473110,9.896247,-14.968880,-11.548419
e183a6eef3efbe71,118971,B,Engine,0.096209,3076.720002,0.035481,0.175285,1.584931,-234.276852,65.262222,-25.915927,-10.579688,-13.212823,-0.904258,-5.805408,5.521327,-1.251292,9.384541,3.253998,14.586133,-0.345071
1e2e6796c40ff937,11900,A,Electric_guitar,0.000007,932.765152,0.178433,0.064898,0.220918,-348.934972,134.572520,-27.594761,13.571027,-1.586368,-6.542793,-2.916743,-1.869389,2.570441,-18.582870,-0.418103,8.663803,-14.861395
e6d071c539147842,11905,A,Electric_guitar,0.000011,403.596238,0.171354,0.030415,0.724778,-357.560097,240.285945,66.785210,1.360027,3.663718,3.625856,-6.072347,-7.143891,1.419165,1.291607,-12.917218,-23.044199,-16.374114
c8d806f914acfeee,11946,A,Guitar,0.072917,2329.224387,0.047296,0.160373,0.112849,-466.639297,26.163291,7.644744,16.563889,9.273086,3.919517,2.781268,1.428098,2.371460,3.554784,0.657263,-0.469672,0.256306
c35c61602b2b9c74,11960,A,Guitar,0.105824,3140.146719,0.028823,0.246628,0.122589,-490.064700,15.223850,-0.106083,9.784810,4.145159,-1.018358,-2.245581,-1.078561,-0.186754,0.143267,-1.136674,-0.491751,-0.053350
438f9f4f2d14c4e6,12008,A,Guitar,0.011997,1731.018994,0.070334,0.061010,0.187488,-455.008880,41.926548,14.611306,24.685538,14.167506,7.597918,3.683419,2.184278,3.706422,4.120785,0.827199,0.418795,0.947270
7e7afa666d2010a2,123632,B,Fire,0.021527,2102.116954,0.194765,0.081546,0.974122,-37.812673,115.459280,24.422425,1.493976,6.454727,5.537238,2.269409,4.462187,-1.492952,4.059329,-5.147508,-0.196576,-3.827858
aaafdb781e10be77,123774,A,Guitar,0.002880,2371.594284,0.124687,0.167854,1.106608,-155.874198,80.287648,-83.030448,96.243016,20.240639,27.376204,-2.244439,2.863512,10.075319,21.989981,-15.198294,8.061655,-4.933147
039d973a8411a9de,123987,B,Rain,0.109286,3113.119476,0.003948,0.181957,0.925650,-350.486600,62.664928,-21.329610,12.325153,-2.068912,16.345559,5.060985,4.309968,6.332349,4.280007,-0.466712,2.181696,0.086746
5d4656ad05f3c07b,124129,B,Thunder,0.004246,1013.981148,0.011590,0.031900,0.959296,-460.439466,149.529460,28.695441,29.694971,13.082857,17.009908,6.501361,2.503126,-0.897553,0.017142,1.011627,-1.988717,-0.960347
573b7615588105bf,125634,B,Thunder,0.009911,1626.796361,0.031557,0.047882,0.959481,-286.590639,124.025865,23.217717,12.423203,17.129145,10.080281,1.615851,6.835979,4.781189,7.492022,-0.598093,2.445420,0.285228
790f365e8edbe274,125957,B,Door,0.005938,2295.577026,0.060014,0.112698,1.427706,-409.187790,84.080584,15.468459,17.058918,10.391508,16.018118,15.369215,-0.089094,8.064666,3.193986,5.082203,11.744583,-4.080496
ae10df2a0945a9ec,125967,B,Door,0.001954,1512.427486,0.015871,0.043935,0.964689,-473.286391,86.364176,18.514906,19.471373,-1.148760,-0.140828,-0.360217,6.857218,15.207972,19.838709,19.294280,18.886733,5.168760
3f78275aad81ca81,126110,A,Piano,0.000389,1507.255237,0.152530,0.094446,1.125233,-166.656687,141.392511,-62.568342,18.425538,-33.899627,-10.110777,-15.264617,13.936480,16.341885,26.525651,5.162084,-14.096729,-32.697883
62418bcd790af5b6,126512,A,Piano,0.000225,548.245012,0.124290,0.033433,0.352019,-291.572287,199.764167,10.177767,2.362190,24.035769,3.850765,-2.099751,0.669151,-1.970079,0.187174,0.922046,-5.207139,-4.205142
bfea0f97140e5c71,12745,A,Piano,0.000066,525.500432,0.063170,0.023576,0.016314,-491.937977,46.722442,43.681616,38.900361,32.757015,25.694701,18.167283,10.600463,3.371595,-3.196809,-8.839551,-13.355486,-16.620885
2366da3c72c7dc58,12750,A,Piano,0.000019,338.720103,0.094021,0.014812,0.006338,-451.237928,38.874916,37.702256,35.806941,33.271670,30.201206,26.713425,22.930284,18.969941,14.940947,10.938963,7.045987,3.331580
c5dfb4084cdb962c,12756,A,Piano,0.000078,654.349516,0.055570,0.018659,0.020116,-483.395831,42.913810,37.191885,28.611437,18.402056,7.928334,-1.560034,-9.130943,-14.284732,-16.966371,-17.487692,-16.393405,-14.313742
abf7a341b319e53d,12760,A,Piano,0.004388,1611.118880,0.040229,0.028578,0.030621,-497.453836,46.047671,43.109109,38.691193,33.385309,27.808478,22.479268,17.742001,13.752055,10.511855,7.932192,5.891542,4.275268
49eaa23eeef6251a,12761,A,Piano,0.001868,1111.543722,0.103154,0.021737,0.068053,-436.394607,43.559186,39.152728,32.710384,25.302350,17.975800,11.515538,6.328797,2.467785,-0.252080,-2.107487,-3.356527,-4.189335
b80c3af447799226,12763,A,Piano,0.003523,1794.191182,0.056040,0.051870,0.243766,-492.958868,40.746971,9.426450,-6.300310,-7.217058,-9.216483,-14.561987,-16.212284,-12.516526,-6.824177,-1.037124,6.873521,18.979356
f7468ca26125876b,12768,A,Piano,0.001018,1089.906258,0.098798,0.031581,0.112635,-440.706576,36.444592,23.175800,9.210602,-0.316223,-4.995508,-7.379871,-9.683784,-12.318743,-14.514723,-15.384840,-14.564208,-12.535476
bc8a3c060eaff79f,12775,A,Piano,0.002750,2545.162553,0.070969,0.148185,0.306808,-477.798646,11.627026,-24.110679,-3.654453,13.914398,17.478390,-4.407351,-18.657885,0.790189,22.164737,4.994415,-21.436063,-2.983179
5b5afbee120a6221,127840,B,Water,0.080646,2933.711580,0.023456,0.150168,0.869021,-183.217831,79.727933,4.126188,13.089405,0.428508,-5.971226,-1.861151,3.924835,-5.865502,1.846787,-5.510671,-5.537451,-4.708922
c7aaf324459d68b8,12791,A,Piano,0.000255,1789.353435,0.063637,0.148129,0.023044,-491.483126,19.361593,-23.691673,-14.811537,3.089321,-2.123294,-9.702672,-2.137075,17.119119,25.672130,4.312005,-23.955053,-21.247472
4f71645f62a6a774,128459,B,Siren,0.018277,2233.324570,0.029485,0.143201,0.899288,-241.173190,96.607670,-48.109163,14.124625,1.662036,17.948784,-8.904161,12.524632,-4.167515,7.401230,-3.441472,4.984029,2.607816
d4f7ba3005fb0720,128628,A,Bass_drum,0.015475,1328.449263,0.051581,0.052272,1.749382,-361.549435,116.651099,34.780952,32.829699,27.269065,20.997971,11.278416,6.258060,14.340804,6.788671,2.903479,6.562858,3.302926
6c95a009754b9d71,128794,A,Acoustic_guitar,0.013905,742.634000,0.141199,0.026519,0.617041,-330.944419,139.986071,30.194665,29.827060,27.232587,19.292018,-4.769848,-1.851264,-6.707332,-9.327678,-18.332138,-20.852124,-19.860078
e78b90b0ab2230b3,128795,A,Acoustic_guitar,0.000554,625.460694,0.167110,0.027266,0.849751,-327.487268,142.997091,30.775625,23.141183,16.877771,21.469595,11.183742,8.958229,-0.281553,-4.993521,-14.193788,-10.180619,-7.922947
5db7114011c64a97,128804,A,Acoustic_guitar,0.035850,1455.876418,0.068829,0.060468,0.686180,-335.536351,135.458638,22.771576,12.622739,7.579836,14.131282,-3.697310,-3.116960,-9.102318,-9.879901,-15.463044,-8.820751,-8.344287
9e8d507afdfbf830,128810,A,Acoustic_guitar,0.012696,1002.185898,0.082766,0.044995,0.563287,-282.931534,158.547788,13.385338,10.766847,-1.838526,7.662275,-9.779724,-8.854380,-21.114375,-18.318399,-9.997895,0.125311,-8.729926
dbf48906f8808ed6,128832,A,Electric_guitar,0.000038,509.943334,0.070834,0.026321,0.677094,-440.851347,156.856164,50.060024,32.719022,13.831376,3.503576,-7.115358,-11.527165,-20.732186,-10.225952,-6.637726,-11.655927,-12.927846
bc730f891d120dc6,128834,A,Electric_guitar,0.011036,400.590777,0.130305,0.021431,0.388440,-453.817743,140.680112,72.846116,34.740571,21.268862,19.158387,2.858607,1.122564,0.329719,0.243195,-4.152282,-11.927749,-15.656659
0c7c036151845b7f,128838,A,Electric_guitar,0.036899,1182.106245,0.058119,0.051877,0.654229,-498.706718,97.499038,25.377922,5.479473,1.432501,-0.478208,-5.759288,-9.591043,-13.577586,-6.268880,-7.024097,-19.637624,-26.026107
5b4e9a5efe753f3a,128843,A,Electric_guitar,0.012234,527.454830,0.092772,0.030232,0.612062,-436.946458,150.297537,44.552088,27.589291,17.553539,7.290059,-8.982364,-18.528214,-19.323076,-10.566792,-8.864948,-8.763932,-1.374251
d335df85fa9a3754,129427,B,Wind,0.282427,4351.389501,0.009018,0.356877,0.894014,-259.312369,24.700125,-4.758559,10.667419,-9.970304,13.844325,3.195527,7.932628,-3.470025,1.254826,-7.138575,0.075318,-5.214310
721f5f15cd510af2,130411,A,Drum,0.000036,339.851246,0.169035,0.006320,0.073764,-389.637446,58.900352,39.631695,31.465275,25.933570,23.302237,17.466982,14.165078,10.861807,8.531156,7.216582,6.122460,5.356261
de654bb12943b0c7,130416,A,Drum,0.000452,748.293282,0.070068,0.028736,0.033933,-452.862281,31.122808,19.862551,14.425067,7.536453,1.880820,-3.483610,-7.957263,-10.503837,-11.371624,-11.951935,-10.997985,-10.292670
71f8ce16cb05041a,130418,A,Drum,0.021003,2206.956336,0.023767,0.054134,0.203518,-504.026925,59.805384,14.179149,25.453112,18.269109,15.439652,7.994570,7.785247,0.942710,5.243230,4.087689,0.327310,-2.454500
f225196fe8711d03,130422,A,Drum,0.001752,1160.189989,0.045179,0.039724,0.093794,-492.041853,47.152784,20.330119,10.150291,0.620582,-4.773950,-7.781771,-9.275546,-9.303863,-6.469515,-4.329952,-1.741415,-0.520959
388fe17dc767cb17,130430,A,Drum,0.006413,1684.365354,0.021439,0.056876,0.324087,-530.344566,63.574695,32.113507,16.428252,4.353634,-1.682960,-1.646390,-0.231333,1.960016,4.834302,6.094148,6.743844,7.083914
a6f666b1cf8f21e5,130468,A,Electric_guitar,0.003136,1438.876504,0.168119,0.051306,0.945479,-106.214208,136.062638,-32.191589,-0.599657,-17.662841,-4.192557,-15.595720,-7.899327,-14.077243,-6.376463,-13.746964,-9.181952,-15.448392
755ff632a576cb6a,130955,B,Door,0.014450,1666.946395,0.006454,0.037723,1.228689,-514.683154,83.016873,18.851146,19.492486,15.469236,17.698250,14.062899,12.616011,10.402571,8.128513,7.606059,7.049755,5.457807
360d1d1dc31a3fef,131016,B,Door,0.007737,1461.662585,0.014709,0.044292,0.352923,-541.597463,66.185442,27.097720,24.468506,15.027292,18.878142,14.390245,10.605330,9.979385,8.210566,5.898364,4.707118,2.293027
7e1949aad279a312,131206,B,Fire,0.208466,4011.369541,0.110427,0.262193,1.005154,-28.333506,35.506874,-3.415084,16.458080,-12.209796,3.552674,1.893249,0.835340,-7.831159,2.811100,-0.376107,-3.331260,-8.108896
c03fe4314cc779cd,131309,B,Fire,0.008367,3294.301105,0.004786,0.106995,0.975217,-591.639783,41.988501,45.088691,20.116839,32.893471,34.895035,9.991952,21.516108,-9.096530,18.411449,1.725574,13.647829,8.124184
d516416addebdcd9,131843,B,Car,0.012682,2230.254642,0.077692,0.051889,1.213403,-286.362147,52.504544,43.678601,42.923061,13.629201,21.117514,16.196304,19.169730,9.699117,9.074800,7.589523,4.262034,3.937410
a00ed209d32ce0ef,131850,B,Car,0.000051,237.364341,0.148751,0.001892,0.608829,-429.294221,51.124912,30.493247,27.706008,21.020922,16.503599,13.020142,12.272658,9.864113,7.450347,6.386540,6.387449,7.208771
8e97a33d97bb7ede,131866,B,Car,0.001920,874.831038,0.055006,0.014293,1.236569,-345.843501,129.446666,16.511639,17.762110,9.554804,15.795375,8.889867,11.365314,5.075305,2.626567,3.457051,3.600970,3.895691
3a35f5450d0dfedf,132053,A,Piano,0.000012,373.663848,0.032932,0.014570,0.086520,-541.284812,86.212525,58.900976,39.836573,31.252335,23.797422,13.442418,3.472892,-4.604461,-9.660651,-10.733972,-10.306042,-9.764147
495c1b5ccd2ae7e4,132063,A,Piano,0.000012,552.380383,0.112620,0.030562,1.615733,-354.449454,214.604143,26.340239,-29.249268,3.281756,6.401379,-13.306954,-13.162386,-7.298341,-11.287959,-11.776526,-6.006343,-3.789307
2c73e8de7edc3806,13274,A,Organ,0.000574,1732.212094,0.244112,0.064409,0.613205,-80.932098,104.340255,-53.883090,47.134582,-15.495152,9.290173,-6.671199,5.585322,-7.202091,-21.895597,-17.168489,-23.583747,-24.431098
be804644d3d0d475,13296,A,Organ,0.000011,1590.254990,0.392459,0.049453,0.676532,-205.611250,80.059683,40.172608,6.072040,-10.086791,2.152318,-35.110345,-21.955179,-15.092929,-6.462066,-8.471962,6.136020,15.378711
a24a2de3c57eb782,13344,A,Bass_drum,0.002319,1131.548289,0.031003,0.021434,0.274338,-463.893423,108.543539,38.926837,24.277353,12.985101,7.450735,5.926400,5.283841,4.038945,3.082079,0.923758,0.170329,0.706649
49b79880fe031892,133889,B,Knock,0.000025,203.680148,0.055433,0.004560,1.259559,-499.002432,169.205197,85.527899,31.685613,14.034639,9.268129,6.596693,5.274199,5.419009,6.641635,8.367740,9.553736,9.180286
01604a1b9d62b5ce,134000,A,Electric_guitar,0.004749,1723.381148,0.069782,0.092180,2.959007,-191.677327,137.646687,-65.059315,57.933515,-2.063472,14.560486,-3.431193,-8.886093,-8.152182,-0.239947,-7.942321,-0.391693,-3.117570
532deb4e46b20158,134328,A,Drum,0.244381,806.247645,0.007844,0.069280,0.085520,-628.940619,50.929802,31.318800,20.355604,8.559453,3.989321,0.870942,-1.188921,-4.499922,-5.718757,-6.141359,-5.688716,-4.019394
acb200ebfefdf51f,135480,B,Door,0.020397,2596.100207,0.105847,0.146628,1.112780,-206.934488,88.352784,11.225359,23.306818,12.051448,18.974916,16.393773,2.234840,3.282201,5.644760,-6.605463,6.973553,-2.723602
b1c362f8639cc70e,135676,B,Fire,0.000035,493.401614,0.358080,0.000000,1.200719,-315.945514,66.617201,-14.216787,21.626780,28.767052,15.910381,5.987470,12.691850,14.524816,7.907975,2.343563,10.264918,1.169891
802a151ff69708b7,135960,A,Crash_cymbal,0.037867,3031.798034,0.016548,0.251237,0.682908,-327.981442,57.652653,-63.400722,47.598121,-18.782073,1.551533,-9.463486,-20.143607,-27.776727,-10.702710,-17.828113,-9.541474,-15.444324
6404d6a9b8dd57d5,135963,A,Crash_cymbal,0.034243,2781.897339,0.029180,0.222493,0.662133,-295.890165,63.479859,-42.047938,37.875060,-1.357117,1.318940,-4.366470,-18.163260,-19.802532,-5.900029,-13.526956,-9.835574,-13.177096
d8aa92dc76dd6c7a,135966,A,Crash_cymbal,0.015548,2035.689281,0.012459,0.126614,0.575714,-387.154601,105.090363,-67.465001,27.555333,-5.510911,-15.039192,-3.704394,-25.755847,-37.689064,-17.568561,-21.575541,-19.173002,-29.296094
2af01ce087525baf,135972,A,Crash_cymbal,0.019934,2135.524616,0.014273,0.157579,0.616530,-341.815891,123.265769,-70.851778,47.209305,-2.138832,-4.371442,2.334473,-24.810496,-26.624295,-9.568568,-18.831781,-13.033849,-17.225615
940cbda2fb0f12f6,135979,A,Crash_cymbal,0.013788,1856.085938,0.009719,0.144390,0.647371,-423.475260,142.382728,-57.939989,26.823185,7.538316,-0.388774,0.267193,-8.167995,-25.773899,-4.042089,5.021608,-0.610279,-29.185770
f635a3d91db32ef7,135992,A,Crash_cymbal,0.005312,1507.263664,0.047927,0.094548,0.624654,-245.204665,161.229848,-64.928840,27.119626,6.163529,-7.018659,1.768636,-23.616603,-26.743853,-9.337660,-19.832840,-19.368967,-16.040583
69c15627fd4832f4,136023,A,Crash_cymbal,0.014267,3044.090673,0.008675,0.261740,0.648892,-391.590776,46.664799,-90.140808,25.849136,-34.829075,-19.820046,-19.672838,-23.583777,-13.292569,-5.662072,3.617713,-0.524093,-21.053466
434a999b224663bb,136170,A,Crash_cymbal,0.060717,4388.477968,0.025617,0.391919,0.685188,-327.797205,-7.174831,-5.991175,31.280580,-19.731935,-17.711330,-17.073640,-16.124064,-20.424434,0.405240,-4.996440,-1.621403,-8.244314
932f7259be9ec5f6,136251,B,Wind,0.032433,3136.502222,0.064538,0.194782,0.838314,-179.432096,-37.797921,-139.531465,-53.990373,-32.710657,-18.852461,-24.519325,-17.965142,-6.496339,8.786563,-7.075277,-6.592986,-5.391204
eda6869a7f48f78d,136648,A,Snare_drum,0.087146,2856.595897,0.041073,0.165100,0.438625,-310.495851,51.819086,-2.323644,19.298046,-2.479271,10.689439,-4.909292,-5.050802,-10.873483,-3.548812,-3.701704,-7.182709,-10.930379
